風龍廃墟,ふうりゅうはいきょ,地名その他,原神/地名/モンド
誓いの岬,ちかいのみさき,地名その他,原神/地名/モンド
ドーンマンポート,どーんまんぽーと,地名その他,原神/地名/モンド
モンド,もんど,地名その他,原神/国名
星落ちの谷,ほしおちのたに,地名その他,原神/地名/モンド
望風海角,ぼうふうかいかく,地名その他,原神/地名/モンド
望風山地,ぼうふうさんち,地名その他,原神/地名/モンド
星落としの湖,ほしおとしのみずうみ,地名その他,原神/地名/モンド
囁きの森,ささやきのもり,地名その他,原神/地名/モンド
シードル湖,しーどるこ,地名その他,原神/地名/モンド
星拾いの崖,ほしひろいのがけ,地名その他,原神/地名/モンド
千風の神殿,せんぷうのしんでん,地名その他,原神/地名/モンド
風唸りの丘,かぜうなりのおか,地名その他,原神/地名/モンド
風立ちの地,かぜたちのち,地名その他,原神/地名/モンド
鷹飛びの浜,たかとびのはま,地名その他,原神/地名/モンド
ダダウパの谷,だだうぱのたに,地名その他,原神/地名/モンド
蒼風の高地,そうふうのこうち,地名その他,原神/地名/モンド
清泉町,きよいずみちょう,地名その他,原神/地名/モンド
アカツキワイナリー,あかつきわいなりー,地名その他,原神/地名/モンド
奔狼領,ほうろうりょう,地名その他,原神/地名/モンド
酔漢峡,すいかんきょう,地名その他,原神/地名/モンド
明冠山地,めいかんさんち,地名その他,原神/地名/モンド
明冠峡谷,めいかんきょうこく,地名その他,原神/地名/モンド
マスク礁,ますくしょう,地名その他,原神/地名/モンド
